Date,Location,Total Number Particpants,Total Number of Boats,Average Time Spent Fishing,Tournament Duration,Fish Type,Fish name,Sex,Boarded,Bycatch,Lenght (mm),Weight (Kg),Distance to coast,Zone
Feb-9-02,Club Náutico de San Juan,48,12,8,1,8835290101,Dolphinfish,IF,TRUE,FALSE,780,4.54,,1
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,3.18,,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,780,4.52,,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,5,5 mi  off Luquillo,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,780,6.36,,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,5,,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,2.72,,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,780,3.63,,3
Feb-2-03,Asoc. Pescadores Playa de Ponce,86,21,9,1,8835290101,Dolphinfish,IM,TRUE,FALSE,780,4.54,22 mi off Ponce,2
Feb-2-03,Asoc. Pescadores Playa de Ponce,86,21,9,1,8835290101,Dolphinfish,IM,TRUE,FALSE,780,4.54,,2
Feb-28-04,Marina Puerto del Rey,164,41,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,780,4.09,,3
Feb-28-04,Marina Puerto del Rey,164,41,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,780,4.09,,3
Feb-12-05,Club Náutico de San Juan,145,29,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.32,,1
Feb-26-05,Marina Puerto Del Rey,140,35,,2,8835290101,Dolphinfish,U,TRUE,FALSE,780,3.57,,3
Feb-26-05,Marina Puerto Del Rey,140,35,,2,8835290101,Dolphinfish,U,TRUE,FALSE,780,3.57,,3
Feb-20-2020,Cangrejos Yacht Club,99,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.08,,1
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,780,4.09,,2
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,3.63,,2
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,3.63,,2
March-3-01,Marina Puerto del Rey,132,33,8,2,8835290101,Dolphinfish,I,TRUE,FALSE,780,5,,3
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,I,TRUE,FALSE,780,3.63,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,I,TRUE,FALSE,780,4.09,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,I,TRUE,FALSE,780,4.09,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,5,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,2.27,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,3.18,,2
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,4.09,,2
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,IM,TRUE,FALSE,780,4.09,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,3.62,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.53,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.53,,2
March-31-07,Club Náutico de La Parguera,136,34,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,5.89,,2
March-31-2012,Club Náutico de La Parguera,142,36,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.54,,2
March-31-2012,Club Náutico de La Parguera,142,36,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.54,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,3.67,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,3.49,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,M,TRUE,FALSE,780,4.76,,2
April-25-04,Asoc. Pescadores y Dueños de Bote de la Guancha,240,48,8.5,2,8835290101,Dolphinfish,U,TRUE,FALSE,780,5.7,,2
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,780,4.09,,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,3.63,,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,3.63,,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,780,4.09,,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.09,,4
April-30-05,Asoc. Pescadores y Dueños de Bote de la Guancha,128,32,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,5.45,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.08,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,780,3.63,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.08,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,780,4.54,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,780,3.17,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,780,4.5,28-30 mi off Salinas,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,780,4.5,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,780,3.62,,2
Sept-18-2021,Cangrejos Yacht Club,,37,,1,8835290101,Dolphinfish,F,TRUE,TRUE,780,4.1,,1
Oct-27-2012,Club Náutico de Arecibo,164,43,8,2,8835290101,Dolphinfish,F,TRUE,TRUE,780,5.1,,0
Oct-3-2014,Club Deportivo del Oeste,144,36,7.5,3,8835290101,Dolphinfish,M,TRUE,TRUE,780,4,,0
Oct-11-2014,Club Náutico de Boquerón,208,52,8,1,8835290101,Dolphinfish,F,TRUE,TRUE,780,3.1,,4
Oct-11-2014,Club Náutico de Boquerón,208,52,8,1,8835290101,Dolphinfish,F,TRUE,TRUE,780,3.5,,4
Oct-11-2014,Club Náutico de Boquerón,208,52,8,1,8835290101,Dolphinfish,F,TRUE,TRUE,780,3.5,,4
Nov-16-2019,Club Náutico de Arecibo,120,35,7.5,2,8835290101,Dolphinfish,F,FALSE,TRUE,780,,,1
Dec-2-00,La Cooperativa Torrecillas,33,0,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,780,3.5,,1
Dec-9-00,Vistamar Marina,0,0,9,2,8835290101,Dolphinfish,IM,TRUE,FALSE,780,4,,1
Dec-1-01,Vistamar Marina,136,34,10,1,8835290101,Dolphinfish,IF,TRUE,FALSE,780,3.63,,1
Dec-1-01,Vistamar Marina,136,34,10,1,8835290101,Dolphinfish,I,TRUE,FALSE,780,0,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,780,3.6,,1
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,779,4.54,,2
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,779,3.63,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,IF,TRUE,FALSE,779,3.63,,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,779,3.18,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,779,4.54,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,779,4.5,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,779,3.6,,2
Sept-24-05,Marina Puerto del Rey,112,28,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,779,3.18,,3
Oct-15-2011,Club Náutico de San Juan,76,19,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,779,3.8,,1
Nov-20-2021,Club Nautico de Arecibo,160,41,,2,8835290101,Dolphinfish,F,FALSE,TRUE,779,3.2,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,779,3.2,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,779,4.1,,1
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,778,6.36, 5 mi off Luquillo,3
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,778,4.1,,2
March-8-2014,Ponce Yacht and Fishing Club,99,26,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,778,4.08,14 mi off Ponce,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,778,3.31,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,778,4.03,,2
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,778,3.73,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,778,3.2,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,778,3.6,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,778,3.6,,1
Jan-13-07,Cangrejos Yacht Club,156,39,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,3.78,7 mi off El Morro,1
Jan-13-07,Cangrejos Yacht Club,156,39,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,3.78,,1
Jan-18-2014,Cangrejos Yacht Club,116,32,7.5,1,8835290101,Dolphinfish,F,TRUE,FALSE,777,4.1,28 mi off Carolina,0
Feb-4-06,Cangrejos Yacht Club,140,35,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,3.9,,1
Feb-11-06,Club Náutico de San Juan,80,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,777,6.8,,1
Feb-07-2015,Cangrejos Yacht Club,105,27,6,1,8835290101,Dolphinfish,F,TRUE,FALSE,777,4.09,20 mi off Carolina,1
April-1-06,Ponce Yacht and Fishing Club,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,8.61,,2
April-22-06,Asoc. Pescadores y Dueños de Bote de la Guancha,168,42,8,2,8835290101,Dolphinfish,I,TRUE,FALSE,777,3.17,,2
April-29-06,Club Náutico de La Parguera,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,4.08,,2
April-29-06,Club Náutico de La Parguera,168,42,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,3.17,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,3.6,13-15 mi off Ponce,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,3.6,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,777,4.5,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,777,3.17,,2
Sept-24-05,Marina Puerto del Rey,112,28,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,777,3.18,,3
Oct-28-2017,Marina Puerto del Rey,103,21,6.5,1,8835290101,Dolphinfish,M,TRUE,FALSE,777,4.3,18 mi off Fajardo,3
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,777,3.6,,1
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,776,4.03,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,776,3.94,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,776,3.62,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,776,3.6,22mi off Ponce,2
Oct-15-2011,Club Náutico de San Juan,76,19,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,776,4.1,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,776,3.2,,1
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,775,0,Off Luquillo,3
Feb-28-04,Marina Puerto del Rey,164,41,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,775,4.09,,3
March-24-2012,Ponce Yacht and Fishing Club,104,26,6.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,775,3.63,,2
March-24-2012,Ponce Yacht and Fishing Club,104,26,6.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,775,4.08,,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,775,3.63,20 mi  off Parguera,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,M,FALSE,FALSE,775,4.54,,2
Sept-30-2011,Club Náutico de Boquerón,100,25,8,2,8835290101,Dolphinfish,F,TRUE,TRUE,775,3.97,,4
Oct-27-2012,Club Náutico de Arecibo,164,43,8,2,8835290101,Dolphinfish,F,TRUE,TRUE,775,3.1,,0
Dec-1-01,Vistamar Marina,136,34,10,1,8835290101,Dolphinfish,IM,TRUE,FALSE,775,0,,1
Dec-20-08,San Juan Bay Marina,104,26,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,775,3.1,,1
Dec-20-08,San Juan Bay Marina,104,26,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,775,3.1,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,775,3.2,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,775,3.2,,1
Jan-27-02,Cangrejos Yacht Club,172,38,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,774,2.62,7mi off Cangrejos Yacht Club,1
Feb-11-06,Club Náutico de San Juan,80,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,774,8.61,,1
Feb-3-07,Club Deportivo del Oeste,88,22,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,774,2.94,,4
Feb-8-2014,Club Deportivo del Oeste,148,37,7.5,1,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.63,,4
March-29-08,Club Náutico de La Parguera,108,27,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.17,,2
March-29-08,Club Náutico de La Parguera,108,27,8.5,2,8835290101,Dolphinfish,M,TRUE,FALSE,774,3.62,,2
March-5-11,Club Náutico de La Parguera,236,59,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.62,,2
March-5-11,Club Náutico de La Parguera,236,59,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,774,3.63,,2
March-10-2012,Club Deportivo del Oeste,100,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.63,,4
March-24-2012,Ponce Yacht and Fishing Club,104,26,6.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,4.08,,2
March-5-2016,Club Náutico de Boquerón,168,42,7.5,1,8835290101,Dolphinfish,F,TRUE,FALSE,774,4.58,,4
March-12-22,Club Deportivo del Oeste,,,,1,8835290101,Dolphinfish,M,TRUE,FALSE,774,3.9,,4
March-12-22,Club Deportivo del Oeste,,,,1,8835290101,Dolphinfish,F,TRUE,FALSE,774,2.81,,4
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.71,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,774,4.08,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,M,FALSE,FALSE,774,3.62,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.44,,2
May -13-2022,Club Nautico de Parguera,,,,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,2.72,,2
Sept-8-06,Marina Puerto del Rey,128,32,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.17,,3
Oct-11-2013,Club Deportivo del Oeste,300,60,8,3,8835290101,Dolphinfish,U,FALSE,TRUE,774,3.63,,4
Oct-19-2013,Club Náutico de Boquerón,205,41,,1,8835290101,Dolphinfish,F,TRUE,TRUE,774,3.5,,4
Dec-20-08,San Juan Bay Marina,104,26,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,774,3.22,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,774,3.2,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,774,2.7,,1
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,IF,TRUE,FALSE,773,4.09,,2
May-6-00,Club Náutico de La Parguera,124,31,10.5,2,8835290101,Dolphinfish,IF,TRUE,FALSE,773,4.09,,2
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,773,2.7,,1
December,Vistamar Marina,,,,,8835290101,Dolphinfish,U,TRUE,FALSE,773,3.2,,1
Jan-14-2012,Cangrejos Yacht Club,119,31,,2,8835290101,Dolphinfish,F,TRUE,FALSE,772,3.5,12 mi off Fajardo,1
Feb-20-2020,Cangrejos Yacht Club,99,25,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,772,3.94,,1
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,772,4.09,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,IF,TRUE,FALSE,772,4.09,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,IF,TRUE,FALSE,772,3.63,,2
March-24-2012,Ponce Yacht and Fishing Club,104,26,6.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,772,3.63,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,772,3.94,35 mi off Ponce,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,772,3.53,,2
April-15-00,Ponce Yacht and Fishing Club,30,8,7,1,8835290101,Dolphinfish,IF,TRUE,FALSE,772,4.09,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,772,3.6,16- 20 mi off Ponce,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,772,3.6,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,M,FALSE,FALSE,772,3.62,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,M,FALSE,FALSE,772,3.62,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,M,FALSE,FALSE,772,3.17,,2
May-6-00,Club Náutico de La Parguera,124,31,10.5,2,8835290101,Dolphinfish,IF,TRUE,FALSE,772,3.18,,2
Jan-14-2012,Cangrejos Yacht Club,119,31,,2,8835290101,Dolphinfish,F,TRUE,FALSE,771,3.5,,1
Feb-4-06,Cangrejos Yacht Club,140,35,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,771,3.62,,1
Feb-27-2016,Club Náutico de Vega Baja,80,24,6.5,1,8835290101,Dolphinfish,F,TRUE,FALSE,771,4.53,Between 12-22 mi off Vega Baja,1
Feb-20-2020,Cangrejos Yacht Club,99,25,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,771,4.45,15 mi off Carolina,1
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,771,3.63,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,771,3.99,,2
Oct-15-2011,Club Náutico de San Juan,76,19,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,771,4,,1
Oct-27-2012,Club Náutico de Arecibo,164,43,8,2,8835290101,Dolphinfish,F,TRUE,TRUE,771,2.4,,0
Oct-27-2012,Club Náutico de Arecibo,164,43,8,2,8835290101,Dolphinfish,F,TRUE,TRUE,771,3.3,,0
Dec-20-08,San Juan Bay Marina,104,26,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,771,3.56,,1
Jan-17-04,Club Náutico de Arecibo,134,37,9,1,8835290101,Dolphinfish,IF,TRUE,FALSE,770,3.63,,1
Jan-17-04,Club Náutico de Arecibo,134,37,9,1,8835290101,Dolphinfish,IF,TRUE,FALSE,770,4.31,,1
Jan-30-10,Club Náutico de San Juan,60,15,8,1,8835290101,Dolphinfish,U,TRUE,FALSE,770,2.72,,1
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,3.63,,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,2.72,,3
Feb-23-02,Marina Puerto del Rey,215,53,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,770,3.63,,3
Feb-2-03,Asoc. Pescadores Playa de Ponce,86,21,9,1,8835290101,Dolphinfish,IF,TRUE,FALSE,770,3.63,22 mi off Ponce,2
Feb-2-03,Asoc. Pescadores Playa de Ponce,86,21,9,1,8835290101,Dolphinfish,IM,TRUE,FALSE,770,4.31,22 mi off Ponce,2
Feb-8-03,Club Náutico de Arecibo,132,33,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,3.18,7 mi NE Desecho,1
Feb-28-04,Marina Puerto del Rey,164,41,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,3.63,,3
Feb-12-05,Club Náutico de San Juan,145,29,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,770,3.75,,1
Feb-12-05,Club Náutico de San Juan,145,29,8,1,8835290101,Dolphinfish,F,TRUE,FALSE,770,2.95,,1
Feb-12-05,Club Náutico de San Juan,145,29,8,1,8835290101,Dolphinfish,M,TRUE,FALSE,770,3.86,,1
Feb-26-05,Marina Puerto Del Rey,140,35,,2,8835290101,Dolphinfish,U,TRUE,FALSE,770,3.57,,3
Feb-26-05,Marina Puerto Del Rey,140,35,,2,8835290101,Dolphinfish,U,TRUE,FALSE,770,3.57,,3
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,3.63,,2
March-18-00,Club Náutico de La Parguera,82,53,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,770,3.63,,2
March-3-01,Marina Puerto del Rey,132,33,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,4.09,,3
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,4.54,,2
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,IM,TRUE,FALSE,770,4.09,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,U,TRUE,FALSE,770,3.18,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,I,TRUE,FALSE,770,3.63,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,I,TRUE,FALSE,770,3.63,,2
March-27-04,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,I,TRUE,FALSE,770,4.09,,2
March-19-05,Club Náutico de La Parguera,200,50,8,1,8835290101,Dolphinfish,U,TRUE,FALSE,770,3.18,,2
March-17-07,Ponce Yacht and Fishing Club,108,27,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.62,,2
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,770,4.08,,4
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,770,4.98,,4
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,4.98,,4
March-24-07,Club Náutico de Boquerón,80,20,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,4.08,,4
March-31-2012,Club Náutico de La Parguera,142,36,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.63,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.9,,2
March-26-2022,Ponce Yacht and Fishing Club,165,42,,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.94,,2
April-5-03,Club Náutico de La Parguera,156,39,8,2,8835290101,Dolphinfish,IM,TRUE,FALSE,770,3.63,,2
April-17-04,Club Náutico de Boquerón,132,33,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,770,5.45,,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.63,,4
April-16-05,Club Náutico de La Parguera,188,47,10.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.63,,4
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.63,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,770,3.63,,2
April-28-2012,Asoc. Pescadores y Dueños de Bote de la Guancha,116,29,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,5.9,,2
April-01-2017,Ponce Yacht and Fishing Club,199,50,8.5,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.6,,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,4.08,Off Parguera,2
April-6-2019,Ponce Yacht and Fishing Club,164,41,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,770,3.62,,2
